"WIND","IND","RAIN","IND.1","T.MAX","IND.2","T.MIN","T.MIN.G"
16.42,0,0.3,0,0.431,0,0.519,6
8.08,4,0,0,0.390,0,0.659,3.2
3.46,0,0.1,0,0.368,0,0.393,-2.2
0.46,0,0,0,0.316,0,0.481,-0.6
0.54,0,0,0,0.312,0,0.526,3
8.75,0,0,0,0.301,0,0.500,1
13.04,0,0,0,0.301,0,0.433,-3
19.79,0,0,0,0.357,0,0.500,4
14.5,0,0,0,0.346,0,0.596,3.9
12.29,0,1.9,0,0.394,0,0.556,2.8
8.75,0,0,0,0.275,0,0.333,-6.4
17.62,0,0.3,0,0.472,0,0.385,-0.7
16.92,0,0.8,0,0.509,0,0.574,5
16,0,1.9,0,0.442,0,0.737,9.4
15.59,0,0.7,0,0.301,0,0.426,-1.1
13.46,0,0,0,0.253,0,0.419,-1
9.29,0,0.2,0,0.279,1,0.319,-6.6
15.04,0,1.5,0,0.320,1,0.256,-8.6
6.67,4,0,0,0.160,0,0.337,-3
8.71,0,0.9,0,0.071,1,0.148,-12
5.63,4,0,0,0.167,1,0.222,-3.8
1.75,4,0,0,0.190,1,0.259,-6
10.04,4,0,0,0.219,0,0.333,-0.2
14.71,0,4.9,0,0.219,0,0.500,4
6.42,0,0.3,0,0.283,0,0.481,3
9.92,0,0.1,0,0.294,0,0.389,-2
14.71,0,0,0,0.227,0,0.481,2.3
5.71,0,0,0,0.253,0,0.389,-1.5
6.17,0,0.7,0,0.212,1,0.296,-7.5
7.58,0,0,0,0.327,0,0.389,-1.2
3.63,0,0,0,0.275,1,0.241,-8.2
3,0,0,0,0.301,1,0.259,-3.3
2.37,0,0,0,0.279,1,0.259,-6.9
12.12,0,0.7,0,0.204,1,0.270,-4.6
14.92,0,0,0,0.178,0,0.396,-2.5
8.46,0,0.3,0,0.204,0,0.404,-2.9
8.29,0,0,0,0.138,1,0.185,-10.9
9.87,4,0,0,0.167,1,0.274,-8.7
4.83,4,0,0,0.242,1,0.193,-10.5
6.21,0,0,0,0.245,0,0.389,-6
11.83,0,0,0,0.353,0,0.370,-7
5.54,0,0,0,0.323,0,0.370,-4.4
4.63,0,0,0,0.208,0,0.444,-0.2
7.08,0,0,0,0.387,1,0.326,-4.2
7.54,0,0,0,0.394,0,0.333,-7
10.75,0,0,0,0.383,1,0.311,-7.5
16.92,0,0,0,0.524,0,0.430,2
16.92,0,0,0,0.368,0,0.556,2.2
10.75,0,0,0,0.264,1,0.322,-6.5
5.79,0,0,0,0.361,1,0.278,-9
8.12,0,0,0,0.401,1,0.315,-8
11.08,0,0,0,0.450,0,0.500,-1.6
11.34,0,0,0,0.431,0,0.622,5.3
6.25,0,0,0,0.364,0,0.567,4.9
15.71,0,2.7,0,0.394,0,0.556,1.5
13.04,0,1.9,0,0.335,0,0.489,-0.6
14.5,0,1.4,0,0.275,0,0.426,-1.1
19.95,0,2.3,0,0.468,0,0.393,-4.1
24.5,0,3.9,0,0.316,0,0.407,-1
21.09,0,1.2,0,0.342,0,0.430,-0.5
11.25,0,0.9,0,0.301,0,0.415,0
7.67,0,0.8,0,0.286,0,0.370,-3.5
13.29,0,0.8,0,0.513,0,0.370,-3.5
4,4,0,0,0.457,0,0.481,-0.8
13.67,0,5.5,0,0.442,0,0.474,-2
20.5,4,0,0,0.472,0,0.519,3.5
6.04,0,0,0,0.599,0,0.533,-1.2
6.38,0,0,0,0.416,0,0.611,4.5
8.5,0,0,0,0.468,0,0.341,-5.5
16.71,0,0,0,0.476,0,0.500,0.6
21.12,0,1.8,0,0.487,0,0.622,7.3
17,0,0.5,0,0.349,1,0.267,-5.6
13.29,0,0.1,0,0.286,0,0.333,-3.5
6.58,0,0,0,0.257,1,0.226,-8.5
10.08,0,0,0,0.342,1,0.270,-7.8
9.33,0,0,0,0.420,0,0.352,-5
5.71,4,0,0,0.305,1,0.330,-6
4.63,4,0,0,0.346,1,0.130,-9.5
4.96,0,0,0,0.442,0,0.389,-7.2
4.83,0,0,0,0.480,0,0.333,-5.8
5.75,0,0,0,0.394,1,0.304,-6.2
8.5,0,0,0,0.346,0,0.463,-2.4
7.38,0,0,0,0.353,1,0.278,-6.5
11.75,4,0,0,0.357,0,0.481,-3.6
11.17,0,2,0,0.428,0,0.556,0.6
14.29,0,5.4,0,0.416,0,0.611,5.5
11.46,0,0,0,0.543,0,0.556,2
8.38,0,0.4,0,0.587,0,0.556,0.9
3.17,0,0.4,0,0.509,0,0.644,5.5
7.96,0,0,0,0.569,0,0.500,-1
7.58,0,0,0,0.599,0,0.678,3.1
6.17,0,0,0,0.524,0,0.522,-1.4
5.66,0,0,0,0.565,0,0.407,-4.9
12.62,0,0,0,0.561,0,0.407,1.4
8.17,0,3,0,0.554,0,0.704,7
9.29,0,5.3,0,0.491,0,0.611,1.9
6.21,0,0.1,0,0.368,0,0.585,6.5
3.88,4,0,0,0.494,0,0.407,-1.5
3.17,0,1.4,0,0.539,0,0.496,-1.8
6.96,0,0.9,0,0.468,0,0.607,7.5
3.63,0,3.2,0,0.353,0,0.500,0.5
6.92,0,1.7,0,0.428,0,0.385,-3
15.96,0,0.4,0,0.338,0,0.496,4
7.33,0,0.1,0,0.338,0,0.422,0.7
13.5,0,0,0,0.338,0,0.533,1.2
9.96,0,0.2,0,0.442,0,0.552,2
16.25,0,2.5,0,0.502,0,0.630,5.4
12,0,0.9,0,0.413,0,0.519,3.7
5.58,0,1.9,0,0.524,0,0.463,0.1
6.92,0,0.5,0,0.554,0,0.619,3.1
16.58,0,0,0,0.636,0,0.667,9.5
8.79,0,0,0,0.528,0,0.615,3.8
4.46,0,1.1,0,0.487,0,0.478,-0.9
5.37,4,0,0,0.435,0,0.407,-0.5
3.33,0,0,0,0.506,0,0.333,-4.5
5.29,0,0,0,0.457,0,0.407,-1.8
3.92,4,0,0,0.465,0,0.415,-2
4.12,4,0,0,0.413,0,0.474,2.5
5.04,0,0,0,0.546,0,0.400,-4
10.08,0,5,0,0.606,0,0.537,1.2
3.46,0,1.3,0,0.494,0,0.704,10.6
3.29,0,0,0,0.576,0,0.685,6.6
3,0,0,0,0.714,0,0.519,3.8
4.25,0,0,0,0.721,0,0.763,9
3.04,0,1.1,0,0.636,0,0.763,12
4.96,0,0,0,0.688,0,0.600,3.5
4.54,0,0,0,0.621,0,0.700,9
3.29,0,0.7,0,0.729,0,0.689,9.5
7.83,0,0,0,0.595,0,0.722,9.5
6.13,0,0.2,0,0.636,0,0.622,3.4
11.08,0,0,0,0.621,0,0.563,1.9
6.5,0,1.3,0,0.554,0,0.670,7.9
3.54,0,1.6,0,0.610,0,0.678,7
2.96,0,0,0,0.755,0,0.500,1.6
1.87,0,0,0,0.784,0,0.659,6.2
4.67,0,0,0,0.766,0,0.704,6.5
3.67,0,0,0,0.740,0,0.700,7.5
3.33,0,0,0,0.747,0,0.704,7.4
5.33,0,0,0,0.836,0,0.630,5
3.42,0,0,0,0.792,0,0.722,7.5
3.13,0,0,0,0.777,0,0.622,7.5
5.13,0,0,0,0.807,0,0.700,7.5
5.96,0,0,0,0.725,0,0.770,8.5
5.41,0,3,0,0.617,0,0.704,6.4
10.41,0,5.6,0,0.613,0,0.644,6.6
13.75,0,1.2,0,0.599,0,0.681,8.5
8,0,1,0,0.665,0,0.648,5.4
11.75,0,2.5,0,0.717,0,0.800,11.5
5.37,0,1.5,0,0.654,0,0.722,10.5
8.21,0,0,0,0.524,0,0.722,9.6
9.13,0,0,0,0.781,0,0.693,7.9
12,0,0.5,0,0.874,0,0.822,12.5
2.71,0,5.4,0,0.658,0,0.833,10.2
12.38,0,1.6,0,0.576,0,0.756,11.2
15.67,4,0,0,0.613,0,0.674,8.4
7.96,0,0,0,0.606,0,0.681,5.8
3.13,4,0,0,0.628,0,0.674,5.5
2.42,0,0.1,0,0.658,0,0.685,6
4.12,0,0,0,0.673,0,0.756,10.2
3.79,0,0,0,0.688,0,0.630,4.5
3.46,0,2,0,0.721,0,0.667,4
10.17,0,0,0,0.647,0,0.719,7.5
6.67,0,0.2,0,0.699,0,0.778,7.2
5.25,0,0,0,0.584,0,0.715,9.2
8.08,0,0.1,0,0.584,0,0.578,4
12.12,0,0.1,0,0.654,0,0.796,12.2
11.08,0,4,0,0.688,0,0.652,5.5
10.04,0,0.1,0,0.613,0,0.700,10.1
4.58,0,0,0,0.706,0,0.644,5.1
2.46,0,0.1,0,0.673,0,0.711,6
5.37,0,0.3,0,0.729,0,0.781,9
4.46,0,0,0,0.840,0,0.907,12
2.83,0,0,0,0.766,0,0.867,11.3
8.87,4,0,0,0.710,0,0.759,8.2
7.04,0,0,0,0.717,0,0.711,6.8
2.42,0,0,0,0.688,0,0.615,3.2
2.25,0,0,0,0.717,0,0.815,12.8
4.54,0,0,0,0.710,0,0.652,4.2
2.13,0,0,0,0.799,0,0.681,4.8
3.04,0,0,0,0.755,0,0.622,4
5.96,0,0,0,0.658,0,0.689,6
2.96,0,0,0,0.673,0,0.741,6.5
2.37,0,0,0,0.766,0,0.581,2.6
2.58,0,0,0,0.784,0,0.630,5
2.42,0,0,0,0.784,0,0.667,5
2.71,0,0,0,0.747,0,0.637,4
6.13,0,0,0,0.766,0,0.800,10
7.04,0,0,0,0.699,0,0.826,9.5
7.87,0,0,0,0.803,0,0.711,6.1
8.83,0,0,0,0.710,0,0.704,4.8
7.38,0,0,0,0.732,0,0.744,5.9
2.83,0,0,0,0.743,0,0.648,5.1
5.29,0,0,0,0.862,0,0.681,4.7
6.46,0,4.7,0,0.665,0,0.659,4.5
7.41,0,3.1,0,0.699,0,0.696,8.8
10.46,0,4.3,0,0.740,0,0.685,8
10,0,0,0,0.844,0,0.833,13.5
6.38,0,0,0,0.833,0,0.900,13
6.08,0,2,0,0.877,0,0.815,10
4.46,0,0,0,0.747,0,0.844,12.2
8.46,0,0,0,0.673,0,0.696,9.8
7.25,0,0,0,0.691,0,0.863,14.2
7.46,0,0,0,0.610,0,0.819,11.6
6.25,0,0,0,0.695,0,0.704,7.5
5.13,0,0,0,0.613,0,0.704,7.6
6,0,0,0,0.621,0,0.815,11.7
8.54,0,2.1,0,0.691,0,0.607,4.2
8.42,0,0.2,0,0.673,0,0.578,2.1
4,0,3.2,0,0.636,0,0.619,3.6
6.42,0,0.2,0,0.680,0,0.704,8
7.38,0,2.9,0,0.628,0,0.630,3.3
5.5,0,1.9,0,0.710,0,0.719,8
10.41,0,0.9,0,0.803,0,0.759,6.5
5.75,4,0,0,0.717,0,0.570,0.4
13.42,0,5.1,0,0.747,0,0.852,13.2
4.92,0,0,0,0.859,0,0.859,13.8
3.46,0,0.1,0,0.691,0,0.722,1.5
2.46,0,3.7,0,0.691,0,0.648,3.6
1.42,0,1,0,0.584,0,0.733,3.5
11.04,0,0.4,0,0.576,0,0.733,11.5
14.96,0,0,0,0.561,0,0.778,9
10.79,0,0,0,0.599,0,0.611,4
4.17,0,0,0,0.602,0,0.641,3
5.13,0,1.2,0,0.703,0,0.611,1
13.59,0,0.1,0,0.561,0,0.744,10.4
8.29,0,5.7,0,0.691,0,0.744,9.4
14.37,0,1.9,0,0.658,0,0.722,10.5
8.96,0,0.9,0,0.613,0,0.722,8.9
8,0,4.6,0,0.632,0,0.700,7
9.67,0,1.5,0,0.632,0,0.670,4.3
16.92,0,4.6,0,0.591,0,0.759,10.1
12.83,0,0.4,0,0.584,0,0.704,7
17.33,0,4.1,0,0.625,0,0.796,11
14,0,0.1,0,0.677,0,0.844,12.6
5.46,0,0,0,0.747,0,0.889,14.5
4.79,0,0,0,0.580,0,0.685,3.5
2.04,0,0,0,0.688,0,0.789,8
4.46,0,0,0,0.576,0,0.685,2.8
1.75,0,0,0,0.580,0,0.544,1.1
3.21,0,3.3,0,0.554,0,0.507,-0.9
8.17,0,3.4,0,0.643,0,0.641,5.4
12.58,0,0,0,0.651,0,0.756,8.1
14.42,0,1.5,0,0.725,0,0.819,8.4
20.41,0,2,0,0.599,0,0.759,8.1
16.46,0,1.1,0,0.580,0,0.737,7.8
9.71,0,1,0,0.543,0,0.630,4.2
11.08,0,1,0,0.509,0,0.607,2.6
12.08,0,0.3,0,0.494,0,0.570,2
7.62,0,3.4,0,0.509,0,0.667,6.4
15.59,0,0.6,0,0.580,0,0.722,6.2
7.5,0,0,0,0.628,0,0.822,6.2
3.04,0,0,0,0.569,0,0.619,1.5
1.21,0,0,0,0.546,0,0.696,3.6
8.96,0,0,0,0.584,0,0.481,-1.4
6.04,0,0,0,0.487,0,0.778,8.5
1.13,0,0,0,0.472,0,0.615,0.6
3.54,0,0.3,0,0.584,0,0.663,5.2
4.63,0,1.7,0,0.572,0,0.704,7.3
9.29,0,0.7,0,0.617,0,0.756,3.3
9.04,0,0.2,0,0.565,0,0.670,5
20.33,0,1.1,0,0.290,0,0.589,5.7
9.59,0,0,0,0.279,0,0.381,-3
6.38,0,0,0,0.372,1,0.293,-9.9
16.75,4,0,0,0.353,0,0.619,5
17.67,4,0,0,0.375,0,0.611,6.4
9.71,0,4.3,0,0.309,0,0.622,5.5
9.87,0,2.7,0,0.405,1,0.281,-5.8
17.96,0,0.6,0,0.428,0,0.570,5.4
7.38,0,1.2,0,0.494,0,0.422,-2
17.75,0,0,0,0.487,0,0.667,9.4
16.33,0,0,0,0.364,0,0.681,7
14.12,0,0,0,0.368,0,0.637,4.5
12.58,0,0,0,0.323,0,0.541,2.5
4.04,0,0,0,0.290,0,0.456,-3.6
3.83,0,0,0,0.305,1,0.241,-8.3
1.54,0,0,0,0.283,0,0.422,2.1
9.08,0,2.2,0,0.398,0,0.422,-0.4
11.96,0,0.4,0,0.576,0,0.604,3.9
10.88,0,5,0,0.543,0,0.704,9
10.08,0,4.9,0,0.487,0,0.715,8.3
12.38,0,1,0,0.442,0,0.681,4.8
11.83,0,0.2,0,0.535,0,0.556,2.3
4.04,0,3.1,0,0.398,0,0.615,7.6
5.09,0,0.4,0,0.439,0,0.685,9
10.92,0,0.3,0,0.379,0,0.700,8.9
8.67,0,3,0,0.353,0,0.563,4.2
12.42,0,0.8,0,0.450,0,0.548,4.4
10.04,0,0.1,0,0.457,0,0.674,9.5
11.63,0,3.2,0,0.487,0,0.733,7.5
1.63,0,3.6,0,0.413,0,0.611,4
8.29,0,0,0,0.450,0,0.519,-1.2
8.96,0,0,0,0.346,0,0.630,6.5
6.46,0,0,0,0.294,0,0.585,5
5.83,0,0.6,0,0.294,0,0.570,2
10.63,0,6,0,0.257,0,0.559,2.4
6.71,0,0,0,0.223,0,0.526,4.4
2.29,0,0,0,0.242,0,0.356,-3.9
7.5,0,1.2,0,0.405,0,0.359,-2.6
1.96,0,3.1,0,0.301,1,0.241,-7.8
10.29,0,0.1,0,0.190,1,0.296,-2.2
17.37,0,4.7,0,0.242,0,0.519,4.3
6.87,0,2.3,0,0.398,0,0.370,-1.2
7.5,0,0.6,0,0.405,0,0.385,1.6
9.42,0,3.4,0,0.465,1,0.267,-6.4
24.62,0,1.8,0,0.413,0,0.511,5
9.25,0,1.9,0,0.375,0,0.500,0.5
9.59,0,0,0,0.245,0,0.452,0.8
7.83,4,0,0,0.108,1,0.311,-5.5
9.87,0,0,0,0.134,1,0.296,-7
10.46,0,0,0,0.097,1,0.296,-4.5
10.83,0,0,0,0.160,1,0.259,-7.5
7.58,0,0.5,0,0.186,1,0.293,-6.4
6.83,0,0,0,0.223,1,0.296,-3.4
8.5,0,0,0,0.249,1,0.300,-6.5
7.75,0,0.2,0,0.320,0,0.496,2.5
7.96,0,0,0,0.297,0,0.481,-1.5
11.25,0,0.2,0,0.316,0,0.500,-0.5
7.67,0,0,0,0.156,1,0.311,-4.4
8.38,4,0,0,0.257,0,0.481,2.5
12.04,0,1,0,0.279,0,0.519,4
4.42,0,5,0,0.294,1,0.315,-3.2
3,0,3.7,0,0.301,0,0.604,3.8
6,0,0.3,0,0.227,0,0.533,1.2
17.12,0,0.2,0,0.283,0,0.378,-2.6
8.42,0,5.5,0,0.290,0,0.407,-2.5
3.42,0,0,0,0.368,0,0.667,6.3
3.42,0,0.1,0,0.446,0,0.581,0.7
8.92,0,0,0,0.520,0,0.633,5.5
14.09,0,0,0,0.442,0,0.656,-0.8
12.33,0,0.9,0,0.398,0,0.689,5
12.46,4,0,0,0.390,0,0.593,2.2
5.13,0,0.7,0,0.279,0,0.537,0.8
9.92,0,0.2,0,0.346,0,0.485,1.2
19.55,0,0.4,0,0.357,0,0.533,3.5
12.29,4,0,0,0.257,0,0.407,-1.5
15.29,0,3.7,0,0.219,0,0.385,-3
11.5,0,1.7,0,0.059,1,0.296,-5.5
8.92,0,0.2,0,0.112,1,0.296,-7.2
6.75,0,0,0,0.312,1,0.315,-3.5
10.79,0,5.5,0,0.335,0,0.356,-3.8
17.5,0,2,0,0.208,0,0.415,-0.6
16.08,0,0,0,0.004,1,0.315,-3
11.71,0,0,0,0.097,1,0.148,-8.5
9.67,0,0,0,0.123,1,0.185,-8.3
8.67,0,0.9,0,0.335,1,0.204,-3.4
12.17,0,2.6,0,0.230,0,0.367,-2.9
8.08,0,2.5,0,0.123,1,0.278,-7.5
7.08,0,0.3,0,0.108,1,0.174,-6.4
6.34,0,1.2,0,0.115,1,0.059,-12.9
4.58,0,0,0,0.071,1,0.111,-7.1
4.08,0,0,0,0.097,1,0.000,-13.2
10.88,0,0.1,0,0.115,1,0.074,-11.2
8.25,0,2.5,0,0.279,0,0.481,-0.2
5.91,0,0.6,0,0.201,0,0.511,1
1.08,0,0.2,0,0.234,0,0.500,3.6
4.92,0,0,0,0.197,0,0.478,1.3
6.38,0,0.1,0,0.160,0,0.437,0.9
12.46,0,0,0,0.197,0,0.415,-4
8.67,0,0,0,0.208,0,0.444,0
7.62,0,0,0,0.178,0,0.463,0.2
6.83,0,0,0,0.249,0,0.363,-2
11.21,0,0,0,0.238,1,0.281,-8.5
7.17,0,0,0,0.264,0,0.422,-3.1
2.62,0,0,0,0.316,1,0.159,-12.1
1.08,4,0,0,0.312,1,0.185,-10.5
7.96,0,0,0,0.368,1,0.211,-10.5
9,4,0,0,0.242,1,0.274,-8.5
3.92,0,0.8,0,0.242,0,0.500,1
15.34,0,0,0,0.204,0,0.448,2.5
5.33,0,0,0,0.245,0,0.441,2.2
5.75,0,0,0,0.286,0,0.478,3.5
7.33,0,0.6,0,0.290,0,0.467,3
4.08,0,0.9,0,0.401,0,0.496,4.2
9.5,0,0,0,0.320,0,0.500,-1
14.92,0,0,0,0.257,0,0.452,0.2
9.75,0,0,0,0.130,0,0.400,-0.4
7.04,4,0,0,0.238,0,0.352,0
6.5,0,0,0,0.286,0,0.333,-6.2
5.37,0,0,0,0.242,1,0.252,-9
5.33,4,0,0,0.190,0,0.422,-1
10.54,0,0,0,0.357,1,0.204,-10.4
13.17,0,3.9,0,0.450,0,0.511,2.9
14.54,0,2.1,0,0.450,0,0.656,6.3
18.5,0,0.8,0,0.442,0,0.615,3
9.42,4,0,0,0.357,0,0.378,-2.5
5.46,0,0,0,0.361,1,0.259,-6.8
4.96,0,0,0,0.420,0,0.400,-3.8
3.42,0,0,0,0.472,1,0.259,-8
7.87,0,0,0,0.405,1,0.304,-6.8
13.75,0,0,0,0.413,0,0.519,0
6.38,0,0,0,0.468,0,0.474,-3.2
5.04,0,0.2,0,0.695,0,0.389,-2.8
14.37,0,1.6,0,0.487,0,0.630,2.6
17.62,0,3.5,0,0.587,0,0.556,3.6
19.04,0,1,0,0.394,0,0.444,1
9.96,0,2.1,0,0.431,0,0.426,-1.5
14.5,0,2.9,0,0.550,0,0.489,-1.6
17.16,0,0,0,0.454,0,0.652,9.5
9.87,0,0,0,0.468,0,0.481,1
3.71,0,0,0,0.398,0,0.448,-0.8
8.67,0,0,0,0.454,0,0.407,-2
6.92,0,0,0,0.346,0,0.581,4.5
7.41,0,2,0,0.416,0,0.378,-2.7
12.71,0,0,0,0.320,0,0.459,-0.1
9.25,0,2,0,0.517,0,0.607,4
14.29,0,0.6,0,0.554,0,0.622,6
10.25,0,1,0,0.390,0,0.500,1.8
6.17,0,0,0,0.390,0,0.419,-0.6
4.71,0,0,0,0.387,0,0.407,-3
3.33,0,0,0,0.454,0,0.500,-0.6
4.08,0,0,0,0.413,0,0.500,0
5.71,0,4.2,0,0.442,0,0.585,6.4
4.08,0,0,0,0.480,2,0.611,6.8
2.04,0,2.3,0,0.338,0,0.607,6.9
6.87,0,3,0,0.606,0,0.544,2.5
9.42,0,6,0,0.587,0,0.630,5.1
8.58,0,5.3,0,0.732,0,0.670,6.3
7.54,0,3.9,0,0.651,0,0.696,7
4.21,0,2.3,0,0.539,0,0.593,1
10.29,0,0.6,0,0.628,0,0.593,2.8
6.71,0,0.8,0,0.599,0,0.630,5.5
12.46,0,0,0,0.494,0,0.500,1.2
3.92,0,0,0,0.435,0,0.411,-3.1
1.96,0,1.5,0,0.480,0,0.574,1
4.17,0,0,0,0.617,0,0.667,3.5
3.25,0,0.4,0,0.524,0,0.541,-0.8
7.96,0,4.8,0,0.569,0,0.681,7.3
9.96,0,1.4,0,0.595,0,0.707,9
5.17,0,4.2,0,0.524,0,0.585,6
6.79,0,3,0,0.576,0,0.652,6.6
6.63,4,0,0,0.617,0,0.578,4.6
4.71,0,0.1,0,0.617,0,0.511,2.2
9.62,0,0.7,0,0.628,0,0.667,6
8.58,0,2.8,0,0.651,0,0.785,11.6
3.42,0,0,0,0.509,0,0.556,3.6
2.96,0,0,0,0.517,0,0.452,0
0.21,0,0,0,0.599,0,0.444,1.8
4.42,0,0,0,0.610,0,0.648,8.5
2.88,0,0,0,0.688,0,0.596,3.3
3.75,0,0,0,0.695,0,0.637,5.4
6.5,0,0,0,0.740,0,0.741,11
3.29,0,0,0,0.729,0,0.637,4.4
2.92,0,0,0,0.777,0,0.652,5.2
3.79,0,0,0,0.740,0,0.756,8.5
4.63,0,0,0,0.654,0,0.815,11.5
10.46,0,4.5,0,0.654,0,0.807,10
10.37,0,5.4,0,0.669,0,0.767,10.4
11.29,0,0.3,0,0.691,0,0.752,8.5
11.04,4,0,0,0.602,0,0.719,9.1
9.38,0,1,0,0.632,0,0.556,0.3
3.63,0,1.5,0,0.554,0,0.615,2.5
7,4,0,0,0.732,0,0.615,3
5.71,0,1.3,0,0.792,0,0.637,4
9.83,0,3.5,0,0.792,0,0.811,10.2
9.54,0,0,0,0.688,0,0.644,3.5
5.37,0,0,0,0.673,0,0.644,3.8
5.96,0,0,0,0.747,0,0.748,6.2
6.25,4,0,0,0.784,0,0.759,7.6
7.92,0,0,0,0.799,0,0.933,13.4
6,0,0.1,0,0.732,0,0.852,11.7
4.21,0,0,0,0.703,0,0.648,4.2
12.96,0,0,0,0.717,0,0.711,6.2
9.17,0,0,0,0.636,0,0.704,3
7.08,0,0.5,0,0.647,0,0.704,5.5
12.21,0,3.1,0,0.628,0,0.630,5
8.17,0,0.6,0,0.654,0,0.626,4.5
7.62,0,0,0,0.695,0,0.626,7.5
12.38,0,0,0,0.911,0,0.800,11.2
13.92,0,0,0,0.870,0,0.867,13
8.92,0,0,0,0.822,0,0.867,13
6.67,0,0,0,0.751,0,0.837,11.4
2.42,0,0,0,0.859,0,0.844,12.2
3.71,0,0,0,0.829,0,0.770,6.8
9,0,0,0,0.807,0,0.904,11.2
7.87,0,0,0,0.703,0,0.726,6.8
12.25,0,1,0,0.732,0,0.796,7
9.59,0,0,0,0.799,0,0.963,14.4
8,0,0,0,0.970,0,0.926,11
10.71,0,0.6,0,0.859,0,1.000,15
3.5,0,0.3,0,0.766,0,0.852,13
2.71,0,0,0,0.732,0,0.778,10.6
1.5,0,1,0,0.740,0,0.833,12.5
4.71,0,0,0,0.758,0,0.733,6.8
3.42,0,4.7,0,0.610,0,0.833,11
8.42,0,0,0,0.699,0,0.644,5.3
7.21,0,0,0,0.758,0,0.630,2
7.04,0,0,0,0.799,0,0.833,9.3
13.37,4,0,0,0.584,0,0.637,0.2
10,0,0.1,0,0.279,0,0.430,-1.7
9.67,0,0,0,0.375,1,0.326,-8
2.88,0,0,0,0.480,0,0.352,-7
11.29,0,1.2,0,0.375,1,0.278,-9
18.16,0,3,0,0.316,1,0.311,-0.8
10.71,0,4.6,0,0.264,0,0.496,-1
12.87,0,3.8,0,0.331,0,0.430,-1.5
7.04,0,0,0,0.208,0,0.333,-5
5.41,0,0,0,0.238,0,0.348,-5.9
4.29,0,1.2,0,0.138,1,0.237,-9.7
9.79,0,0.7,0,0.249,1,0.296,-4.3
11.96,0,0.8,0,0.245,1,0.330,-6.6
10.25,4,0,0,0.331,1,0.304,-6.5
16.25,4,0,0,0.472,0,0.333,-1.2
19.25,0,0.8,0,0.457,0,0.648,6.2
11.96,0,0.2,0,0.338,0,0.496,-0.4
2.58,0,0,0,0.316,1,0.319,-4.6
14.96,0,0,0,0.316,0,0.400,-2
8.92,0,1.1,0,0.234,1,0.330,-4.5
9.5,0,0,0,0.227,1,0.315,-6.5
8.21,0,0.3,0,0.227,1,0.237,-10.5
13.17,0,0.5,0,0.301,1,0.296,-1.2
12.38,0,0,0,0.097,1,0.311,-6.5
9.5,0,0.1,0,0.145,1,0.241,-7.4
7.71,0,1.4,0,0.301,1,0.315,-3.5
8.96,0,0,0,0.335,0,0.467,-2
12.87,0,5.9,0,0.409,0,0.556,0.5
12.21,0,0.7,0,0.331,0,0.630,5
7.21,0,0,0,0.156,1,0.330,-5.4
8,0,0.9,0,0.327,1,0.293,-7.9
15.54,0,0.2,0,0.431,0,0.426,-3.6
7.25,4,0,0,0.398,0,0.667,6.8
5.5,4,0,0,0.361,0,0.556,-1.4
7.5,0,1.5,0,0.394,0,0.548,2.4
5.66,0,0.3,0,0.193,1,0.307,-8.3
2.88,0,0.1,0,0.182,1,0.167,-10
11.34,0,4.4,0,0.338,1,0.119,-10.8
14.92,4,0,0,0.320,0,0.511,3
12.92,0,0,0,0.190,0,0.404,-1.6
7.12,0,5.2,0,0.219,1,0.222,-10.4
11.79,0,0,0,0.368,0,0.437,1.6
13.33,0,0.9,0,0.353,0,0.522,0.5
10.5,0,0.2,0,0.409,0,0.522,-0.9
4.96,0,0,0,0.283,0,0.526,-0.9
6.21,0,2.3,0,0.201,0,0.352,-4.7
5.25,0,0,0,0.126,1,0.300,-6.5
3.04,0,0,0,0.182,1,0.281,-8.2
9.71,4,0,0,0.212,1,0.167,-11.1
14.29,4,0,0,0.182,0,0.389,0
16.79,4,0,0,0.208,0,0.352,0
14.58,4,0,0,0.152,0,0.444,0.2
9,0,0.3,0,0.212,0,0.370,-1.5
8.58,0,0.3,0,0.257,0,0.378,1.2
5.13,0,2,0,0.045,1,0.278,-6
8.92,0,0.1,0,0.033,1,0.111,-12
12.33,0,0.5,0,0.097,1,0.107,-11.5
10.34,0,0,0,0.086,1,0.215,-8
8.58,0,0.3,0,0.175,1,0.037,-13.5
4.63,0,2.7,0,0.331,0,0.496,-2.5
6.13,0,3.3,0,0.264,0,0.537,5
9.62,0,1.1,0,0.346,0,0.552,3.8
6,0,1,0,0.309,0,0.541,1.1
3.83,0,1.3,0,0.283,0,0.515,4.8
16.54,0,6,0,0.424,0,0.504,-1
12.87,0,0.1,0,0.450,0,0.556,5.3
16.79,0,1.3,0,0.398,0,0.444,-5.5
9.96,0,0.6,0,0.457,0,0.574,-1
13.33,0,0.5,0,0.476,0,0.593,8
8.54,0,4.1,0,0.480,0,0.500,-1.8
11.29,0,0.4,0,0.320,0,0.533,3.5
11.08,0,2.6,0,0.368,0,0.426,-2.1
2.25,0,0.3,0,0.450,0,0.437,-2.6
7.04,0,0.1,0,0.323,0,0.426,-2.8
5.17,0,0.2,0,0.283,1,0.289,-8
13.75,0,0,0,0.301,1,0.278,-1
10.83,0,1,0,0.268,0,0.544,4.5
5.66,0,0,0,0.238,0,0.541,5
17.54,0,1.5,0,0.390,0,0.522,2.6
